+-------+-------------------------+------+
| Rank  | Player                  | VINs |
|  6805 | zsnowly                 |    2 |
|  6806 | fondox373               |    2 |
|  6807 | teddy1                  |    2 |
|  6808 | killmeimgod             |    2 |
|  6809 | tsukugti93              |    2 |
|  6810 | dzyyy                   |    2 |
|  6811 | megakoira               |    2 |
|  6812 | cyanut                  |    2 |
|  6813 | premcy                  |    2 |
|  6814 | torchgas                |    2 |
|  6815 | gosdalex                |    2 |
|  6816 | sanderodegard           |    2 |
|  6817 | twiti7                  |    2 |
|  6818 | _hv_                    |    2 |
|  6819 | jeblond                 |    2 |
|  6820 | reuben1029384756        |    2 |
|  6821 | hopeless.delta          |    2 |
|  6822 | efeealt                 |    2 |
|  6823 | funnas                  |    2 |
|  6824 | joaobig_pt              |    2 |
|  6825 | closecombatfox          |    2 |
|  6826 | michelmaster            |    2 |
|  6827 | vesku_13                |    2 |
|  6828 | slicy                   |    2 |
|  6829 | tokego                  |    2 |
|  6830 | mercetajs               |    2 |
|  6831 | sunkentube              |    2 |
|  6832 | taeyoon                 |    2 |
|  6833 | dr1v3r-90               |    2 |
|  6834 | z4x6g                   |    2 |
|  6835 | lmanik[cz]              |    2 |
|  6836 | lucast991               |    2 |
|  6837 | izn1                    |    2 |
|  6838 | aa85073                 |    2 |
|  6839 | aligatorsantin          |    2 |
|  6840 | chicovski14             |    2 |
|  6841 | markerfede              |    2 |
|  6842 | buskape                 |    2 |
|  6843 | darkveneno123           |    2 |
|  6844 | hakkii                  |    2 |
|  6845 | driftstylesk            |    2 |
|  6846 | thebiggestslick         |    2 |
|  6847 | gp4racer                |    2 |
|  6848 | hoonigans               |    2 |
|  6849 | tozo1337                |    2 |
|  6850 | joaoferreira157         |    2 |
|  6851 | juhis10                 |    2 |
|  6852 | jrunk_janator           |    2 |
|  6853 | thespectanaz420         |    2 |
|  6854 | mindruv                 |    2 |
|  6855 | morten666               |    2 |
|  6856 | ivegotnorto             |    2 |
|  6857 | simenfossum             |    2 |
|  6858 | theking6969             |    2 |
|  6859 | kumano                  |    2 |
|  6860 | kevinsild               |    2 |
|  6861 | mariusx98               |    2 |
|  6862 | dexter213               |    2 |
|  6863 | onlymoreonehere         |    2 |
|  6864 | Misentry                |    2 |
|  6865 | diogo barreiros         |    2 |
|  6866 | rewidle3                |    2 |
|  6867 | pumpkinjiang            |    2 |
|  6868 | ferpa182                |    2 |
|  6869 | ketoff                  |    2 |
|  6870 | roastflea61             |    2 |
|  6871 | brouss                  |    2 |
|  6872 | greveldinges            |    2 |
|  6873 | hastan011               |    2 |
|  6874 | hab mich lieb           |    2 |
|  6875 | gedmi                   |    2 |
|  6876 | prezixraw               |    2 |
|  6877 | overkill                |    2 |
|  6878 | m7sn                    |    2 |
|  6879 | dolino                  |    2 |
|  6880 | theboozeman             |    2 |
|  6881 | mkvilnius               |    2 |
|  6882 | finelame                |    2 |
|  6883 | cratooz                 |    2 |
|  6884 | furiaaa                 |    2 |
|  6885 | stverhaar               |    2 |
|  6886 | ss.                     |    2 |
|  6887 | stormagent              |    2 |
|  6888 | zazzy450                |    2 |
|  6889 | syun0308                |    2 |
|  6890 | alista                  |    2 |
|  6891 | tomig1089               |    2 |
|  6892 | whitecat_1              |    2 |
|  6893 | gabgol_drifteiro        |    2 |
|  6894 | andrewdk01              |    2 |
|  6895 | cold_water              |    2 |
|  6896 | vortexs                 |    2 |
|  6897 | yaodaxia                |    2 |
|  6898 | justas282               |    2 |
|  6899 | cemido                  |    2 |
|  6900 | kai der brecher         |    2 |
|  6901 | p0u74n                  |    2 |
|  6902 | mcmustang               |    2 |
|  6903 | n20gt916                |    2 |
|  6904 | assassincharles         |    2 |
|  6905 | thehugox100             |    2 |
|  6906 | dalubebr                |    2 |
|  6907 | larsi02                 |    2 |
|  6908 | rastalion               |    2 |
|  6909 | cyreexn                 |    2 |
|  6910 | andrikkrnld             |    2 |
|  6911 | arasers                 |    2 |
|  6912 | tenodgolfa              |    2 |
|  6913 | sliskigt fiskmos        |    2 |
|  6914 | jmr.                    |    2 |
|  6915 | min9                    |    2 |
|  6916 | alansix01               |    2 |
|  6917 | turbocrime              |    2 |
|  6918 | fer br                  |    2 |
|  6919 | laksu17                 |    2 |
|  6920 | anouar267               |    2 |
|  6921 | edvinasw124             |    2 |
|  6922 | kenben                  |    2 |
|  6923 | mildi1111               |    2 |
|  6924 | goncalo_16              |    2 |
|  6925 | royprins                |    2 |
|  6926 | jannu213                |    2 |
|  6927 | abrams06022000          |    2 |
|  6928 | safi96                  |    2 |
|  6929 | keero                   |    2 |
|  6930 | klubi-17                |    2 |
|  6931 | ganderz                 |    2 |
|  6932 | at.chv                  |    2 |
|  6933 | kahkoneee               |    2 |
|  6934 | leightondrifting        |    2 |
|  6935 | mrch0s3                 |    2 |
|  6936 | deusvultmydudes         |    2 |
|  6937 | janwolski               |    2 |
|  6938 | xuta                    |    2 |
|  6939 | maciek931               |    2 |
|  6940 | tedya6                  |    2 |
|  6941 | terti                   |    2 |
|  6942 | geoff_pardo             |    2 |
|  6943 | juhssi4                 |    2 |
|  6944 | silvia voinova          |    2 |
|  6945 | tayabali                |    2 |
|  6946 | user_speed              |    2 |
|  6947 | tom j jones             |    2 |
|  6948 | _kiwi_                  |    2 |
|  6949 | sirforlife              |    2 |
|  6950 | andrzeyy                |    2 |
|  6951 | aka_doobey              |    2 |
|  6952 | yboy                    |    2 |
|  6953 | jaakkoluistin           |    2 |
|  6954 | ogoid16v                |    2 |
|  6955 | roque_                  |    2 |
|  6956 | martinpaveseok          |    2 |
|  6957 | emieldejong3            |    2 |
|  6958 | lemonsalmon             |    2 |
|  6959 | ruikkuhousu             |    2 |
|  6960 | deathskullcz            |    2 |
|  6961 | thomas68                |    2 |
|  6962 | fr4zfire                |    2 |
|  6963 | deadpoll98              |    2 |
|  6964 | spaceman_spiff          |    2 |
|  6965 | beros                   |    2 |
|  6966 | aidak                   |    2 |
|  6967 | snake14777              |    2 |
|  6968 | vinicius245             |    2 |
|  6969 | intaketurbo             |    2 |
|  6970 | danielslaw              |    2 |
|  6971 | ern1s                   |    2 |
|  6972 | addix paul              |    2 |
|  6973 | auganice                |    2 |
|  6974 | scout1million           |    2 |
|  6975 | fenton.richardson       |    2 |
|  6976 | molliwhoppa             |    2 |
|  6977 | mimimineiak             |    2 |
|  6978 | augiszx                 |    2 |
|  6979 | drag_il                 |    2 |
|  6980 | mefistory               |    2 |
|  6981 | robfo                   |    2 |
|  6982 | speedy993               |    2 |
|  6983 | unknown                 |    2 |
|  6984 | simons92                |    2 |
|  6985 | itsalb                  |    2 |
|  6986 | sickside                |    2 |
|  6987 | iwcata                  |    2 |
|  6988 | tbcistul                |    2 |
|  6989 | zak1998                 |    2 |
|  6990 | garyn                   |    2 |
|  6991 | dannyromdan86           |    2 |
|  6992 | cnmkk36985              |    2 |
|  6993 | czechdriftseries        |    2 |
|  6994 | linusnoren02            |    2 |
|  6995 | oskarj                  |    2 |
|  6996 | reuzeuslicence          |    2 |
|  6997 | jacuspl                 |    2 |
|  6998 | molebwoy                |    2 |
|  6999 | dunnock                 |    2 |
|  7000 | corredor                |    2 |
|  7001 | !!the king!!            |    2 |
|  7002 | izoozi                  |    2 |
|  7003 | yungskiddyboy           |    2 |
|  7004 | maxisan                 |    2 |
|  7005 | rivkin                  |    2 |
|  7006 | btrzciniak              |    2 |
|  7007 | szczyk_pl               |    2 |
|  7008 | adrienjo                |    2 |
|  7009 | sl8                     |    2 |
|  7010 | greg_slideways          |    2 |
|  7011 | sumsum_33               |    2 |
|  7012 | alcideslongras          |    2 |
|  7013 | filpous                 |    2 |
|  7014 | _krasskata_bg           |    2 |
|  7015 | ta1lgater               |    2 |
|  7016 | yagizsevim              |    2 |
|  7017 | rosta meca              |    2 |
|  7018 | speedwerkes             |    2 |
|  7019 | mr_rob_1982             |    2 |
|  7020 | jamiemarsh              |    2 |
|  7021 | cleanshirt              |    2 |
|  7022 | bugra-1597              |    2 |
|  7023 | rocklobby               |    2 |
|  7024 | hotstepper6990          |    2 |
|  7025 | driftxd                 |    2 |
|  7026 | czarek332211            |    2 |
|  7027 | grcatm                  |    2 |
|  7028 | crazyvan                |    2 |
|  7029 | killalipp               |    2 |
|  7030 | skiczu1                 |    2 |
|  7031 | sensizim02              |    2 |
|  7032 | jprolle                 |    2 |
|  7033 | lachlan_stringer_racing |    2 |
|  7034 | dominatooor09           |    2 |
|  7035 | ersd123fastman          |    2 |
|  7036 | rubie                   |    2 |
|  7037 | masiote.                |    2 |
|  7038 | blingo                  |    2 |
|  7039 | briliukas               |    2 |
|  7040 | theauris                |    2 |
|  7041 | strzala2                |    2 |
|  7042 | djcoby                  |    2 |
|  7043 | burnmode                |    2 |
|  7044 | youtubetom              |    2 |
|  7045 | leikanhai               |    2 |
|  7046 | anomisus                |    2 |
|  7047 | teku2004                |    2 |
|  7048 | mvolzhan                |    2 |
|  7049 | theovertaker            |    2 |
|  7050 | urgaest                 |    2 |
|  7051 | dcrypt                  |    2 |
|  7052 | camaro12                |    2 |
|  7053 | suzukii99               |    2 |
|  7054 | pompon-51               |    2 |
|  7055 | cpt_v0ka                |    2 |
|  7056 | enclavejohnson          |    2 |
|  7057 | franco290               |    2 |
|  7058 | r3seby                  |    2 |
|  7059 | kiro232                 |    2 |
|  7060 | dm_n_stuff              |    2 |
|  7061 | busters                 |    2 |
|  7062 | nedimax                 |    2 |
