Date      | ID    | Username           | Total Money  |Total Distance|  Today Money | Today Distance
----------------------------------------------------------------------------------------------------

2025-03-23| 44718 | etienne_ah         |      4,656 $ |        98 km |           0 $ |      0 km

2025-04-01|       |                    |      4,832 $ |       105 km |          62 $ |      3 km

2025-09-18|       |                    |      4,022 $ |       114 km |        -337 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-03-29| 40016 | aatanasovv         |    136,334 $ |    14,218 km |           0 $ |      0 km

2025-04-04|       |                    |    136,535 $ |    14,220 km |           0 $ |      0 km

2025-11-12|       |                    |    139,431 $ |    14,221 km |           0 $ |      0 km

2026-04-09|       |                    |    141,207 $ |    14,234 km |        -418 $ |      8 km

2026-06-13|       |                    |    141,269 $ |    14,238 km |           0 $ |      0 km
2026-06-14|       |                    |    141,267 $ |    14,238 km |           0 $ |      0 km

----------------------------------------------------------------------------------------------------

2025-03-31| 44566 | gncc444            |        655 $ |        70 km |        -725 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-04-10| 47126 | oskar362           |      9,980 $ |         8 km |        -520 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-04-12| 47131 | aferelo9           |     10,568 $ |         6 km |          68 $ |      6 km
2025-04-14|       |                    |     10,598 $ |         9 km |           0 $ |      0 km

2025-06-18|       |                    |     10,616 $ |        16 km |          19 $ |      3 km
2025-06-29|       |                    |     10,613 $ |        16 km |           0 $ |      0 km
2025-06-30|       |                    |     10,765 $ |        26 km |         177 $ |      8 km

2025-07-27|       |                    |     10,753 $ |        26 km |           0 $ |      0 km

----------------------------------------------------------------------------------------------------

2025-04-13| 44822 | guest_mist         |     10,379 $ |        24 km |         -41 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-04-14| 47150 | tomassilva         |      9,705 $ |         9 km |        -744 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-05-23| 12578 | king t1ll1z        |       -757 $ |        15 km |        -100 $ |      8 km

2026-01-16|       |                    |       -710 $ |        17 km |           0 $ |      0 km

----------------------------------------------------------------------------------------------------

2025-06-01| 44422 | nightmerc2         |      1,660 $ |        93 km |        -313 $ |      6 km

2025-08-27|       |                    |        891 $ |       103 km |        -821 $ |      8 km

----------------------------------------------------------------------------------------------------

2025-06-18| 47534 | jones filho        |     10,553 $ |         8 km |          53 $ |      8 km

2025-09-13|       |                    |     10,647 $ |        16 km |          90 $ |      6 km

----------------------------------------------------------------------------------------------------

2025-06-19| 47538 | criss12            |      9,584 $ |        10 km |        -944 $ |      8 km
2025-06-22|       |                    |      9,089 $ |        11 km |           0 $ |      0 km

----------------------------------------------------------------------------------------------------
